start,open,high,low,close,vwp,volume,trades,macd,rsi,
1502942400000,4261.48,4313.62,4261.32,4308.83,4289.1439306234415,47.181009,146,0.01,0.01,
1502946000000,4308.83,4328.69,4291.37,4315.32,4316.986709463036,23.234915999999995,101,0.47200000000011644,0.01,
1502949600000,4315.32,4345.45,4309.37,4324.35,4326.922501928506,7.229690999999999,35,1.377600000000093,0.01,
1502953200000,4324.35,4349.99,4287.41,4349.99,4330.402887585188,4.443249,22,3.686278347107378,0.01,
1502956800000,4333.32,4377.85,4333.32,4360.69,4358.01097815908,0.9728070000000001,25,5.582290897069801,0.01,
1502960400000,4360.69,4445.78,4360,4444,4386.938853552376,10.763623,39,12.37280136733779,0.01,
1502964000000,4441.1,4470,4399.81,4460,4435.510123441817,24.865398999999996,76,16.701830416507214,0.01,
1502967600000,4460,4485.39,4427.3,4427.3,4469.292040859126,27.018053,86,15.690084084938682,0.01,
1502971200000,4427.3,4449.56,4411,4411,4434.037592845522,23.032398,100,12.706434946254916,0.01,
1502974800000,4411,4459,4411,4459,4438.384782175683,31.312435999999998,110,13.376115453778468,0.01,
1502978400000,4459,4485.39,4435.93,4470.82,4462.500251342893,51.735897,202,13.501017286812328,0.01,
1502982000000,4470.82,4470.82,4333.42,4352.34,4413.822742053119,68.48127,367,3.7727066754181138,0.01,
1502985600000,4352.34,4354.35,4255.3,4354.18,4308.162749062759,67.458791,371,-2.4534845632483844,0.01,
1502989200000,4354.18,4354.84,4235.45,4289.24,4305.48447955123,59.664912,177,-11.04302885709587,0.01,
1502992800000,4289.24,4302.45,4218.68,4256.97,4256.629253817095,51.27516300000002,178,-18.072653836381374,44.56986094823257,
1502996400000,4241.91,4335.3,4200.74,4325.23,4271.425951589835,46.71084999999999,179,-16.349895947721855,51.964569896976265,
1503000000000,4307.56,4354.84,4258.56,4346.74,4299.067927779646,48.975471999999996,211,-12.876113155429547,54.045062181940104,
1503003600000,4346.74,4369.69,4309.23,4333.55,4343.075217573246,61.77303600000002,224,-11.06539868922068,52.54225856448049,
1503007200000,4333.55,4359.13,4310,4336.8,4328.772745553718,57.376142000000016,203,-9.12878614729885,52.88986182206088,
1503010800000,4313.39,4337.38,4280.82,4285.08,4315.529738787908,81.645263,237,-11.209738910474377,46.991204248126685,
1503014400000,4285.08,4340.62,4228.76,4286.53,4288.25593225339,82.43547399999999,233,-11.64319890381568,47.16909891990637,
1503018000000,4269.36,4269.36,4134.61,4243.59,4205.959192863258,75.68488299999999,226,-14.258264294366466,42.608802693587236,
1503021600000,4251.95,4298.64,4234,4267.59,4262.491753930737,54.071337000000014,202,-13.087402187686017,45.76489601742523,
1503025200000,4244.77,4308.7,4234,4292.39,4273.269403739755,64.00134900000002,276,-9.637787880645071,48.89251733020171,
1503028800000,4292.39,4292.39,4234.43,4287.92,4262.268204156247,50.797515,227,-7.151460499361468,48.351286846263676,
1503032400000,4287.92,4340.62,4250.04,4313.56,4294.765703438402,64.16928600000001,333,-3.1851449199695274,51.6570246801803,
1503036000000,4313.56,4316.98,4247.75,4279.46,4284.934776618895,64.235424,263,-2.9280529214659694,47.319242611702265,
1503039600000,4279.46,4304.67,4270.48,4300.25,4287.023320480304,69.186804,185,-0.8929955861329795,50.07199619881478,
